Employee_ID,Month,Year,Target_Value
EMP001,Jul,2025,2698942.0
EMP002,Jul,2025,10391500.0
EMP003,Jul,2025,6111625.0
EMP004,Jul,2025,3767277.0
EMP005,Jul,2025,9403390.0
EMP006,Jul,2025,6021375.0
EMP007,Jul,2025,2806111.0
EMP008,Jul,2025,9419267.0
EMP009,Jul,2025,4149935.0
EMP010,Jul,2025,682428.0
EMP011,Jul,2025,7334304.0
EMP012,Jul,2025,6177460.0
EMP013,Jul,2025,1124862.0
EMP014,Jul,2025,7958664.0
EMP015,Jul,2025,6186382.0
EMP016,Jul,2025,1777684.0
EMP017,Jul,2025,13013500.0
EMP018,Jul,2025,6381097.0
EMP019,Jul,2025,1711130.0
EMP020,Jul,2025,5930001.0
EMP021,Jul,2025,6511686.0
EMP022,Jul,2025,2181482.0
EMP023,Jul,2025,10741761.0
EMP024,Jul,2025,5188985.0
EMP025,Jul,2025,2856711.0
EMP026,Jul,2025,4478467.0
EMP027,Jul,2025,3477741.0
EMP028,Jul,2025,1372347.0
EMP029,Jul,2025,4418451.0
EMP030,Jul,2025,4878749.0
EMP031,Jul,2025,1076192.0
EMP032,Jul,2025,7911026.0
EMP033,Jul,2025,6386173.0
EMP034,Jul,2025,1619206.0
EMP035,Jul,2025,7442433.0
EMP036,Jul,2025,5548973.0
EMP037,Jul,2025,2739845.0
EMP038,Jul,2025,3123476.0
EMP039,Jul,2025,5246339.0
EMP040,Jul,2025,1561511.0
EMP041,Jul,2025,6081882.0
EMP042,Jul,2025,3245550.0
EMP043,Jul,2025,2146157.0
EMP044,Jul,2025,5872483.0
EMP045,Jul,2025,6018459.0
EMP046,Jul,2025,1850290.0
EMP047,Jul,2025,5218110.0
EMP048,Jul,2025,2670354.0
EMP049,Jul,2025,2437696.0
EMP050,Jul,2025,4611009.0
EMP001,Aug,2025,2127023.0
EMP002,Aug,2025,6044944.0
EMP003,Aug,2025,6206520.0
EMP004,Aug,2025,3767325.0
EMP005,Aug,2025,6741659.0
EMP006,Aug,2025,3894153.0
EMP007,Aug,2025,2620784.0
EMP008,Aug,2025,10808938.0
EMP009,Aug,2025,3168698.0
EMP010,Aug,2025,1939355.0
EMP011,Aug,2025,10001697.0
EMP012,Aug,2025,9439019.0
EMP013,Aug,2025,3703013.0
EMP014,Aug,2025,7032202.0
EMP015,Aug,2025,4112805.0
EMP016,Aug,2025,3901732.0
EMP017,Aug,2025,19657999.0
EMP018,Aug,2025,5887111.0
EMP019,Aug,2025,3444149.0
EMP020,Aug,2025,10582898.0
EMP021,Aug,2025,3645685.0
EMP022,Aug,2025,3714300.0
EMP023,Aug,2025,14217925.0
EMP024,Aug,2025,3764768.0
EMP025,Aug,2025,2265510.0
EMP026,Aug,2025,5028873.0
EMP027,Aug,2025,8277431.0
EMP028,Aug,2025,1525037.0
EMP029,Aug,2025,11647634.0
EMP030,Aug,2025,4741940.0
EMP031,Aug,2025,3981479.0
EMP032,Aug,2025,6173842.0
EMP033,Aug,2025,3248601.0
EMP034,Aug,2025,4085551.0
EMP035,Aug,2025,10044964.0
EMP036,Aug,2025,2992271.0
EMP037,Aug,2025,2289361.0
EMP038,Aug,2025,12367016.0
EMP039,Aug,2025,5853106.0
EMP040,Aug,2025,2545126.0
EMP041,Aug,2025,5471979.0
EMP042,Aug,2025,5371288.0
EMP043,Aug,2025,4240724.0
EMP044,Aug,2025,13251479.0
EMP045,Aug,2025,3971501.0
EMP046,Aug,2025,3497918.0
EMP047,Aug,2025,4161950.0
EMP048,Aug,2025,7353426.0
EMP049,Aug,2025,2984502.0
EMP050,Aug,2025,6207369.0
EMP001,Sep,2025,3817491.0
EMP002,Sep,2025,10645795.0
EMP003,Sep,2025,3064158.0
EMP004,Sep,2025,1458526.0
EMP005,Sep,2025,10849285.0
EMP006,Sep,2025,8624363.0
EMP007,Sep,2025,2621105.0
EMP008,Sep,2025,13191891.0
EMP009,Sep,2025,3410960.0
EMP010,Sep,2025,2992941.0
EMP011,Sep,2025,10330632.0
EMP012,Sep,2025,7283039.0
EMP013,Sep,2025,3659911.0
EMP014,Sep,2025,10654894.0
EMP015,Sep,2025,5603492.0
EMP016,Sep,2025,1713425.0
EMP017,Sep,2025,4026064.0
EMP018,Sep,2025,5741946.0
EMP019,Sep,2025,2749557.0
EMP020,Sep,2025,9982412.0
EMP021,Sep,2025,3669960.0
EMP022,Sep,2025,3833365.0
EMP023,Sep,2025,8154566.0
EMP024,Sep,2025,9117956.0
EMP025,Sep,2025,3361212.0
EMP026,Sep,2025,9233219.0
EMP027,Sep,2025,7134389.0
EMP028,Sep,2025,2276243.0
EMP029,Sep,2025,9384767.0
EMP030,Sep,2025,6841386.0
EMP031,Sep,2025,2490315.0
EMP032,Sep,2025,5244513.0
EMP033,Sep,2025,6130825.0
EMP034,Sep,2025,3850112.0
EMP035,Sep,2025,9376240.0
EMP036,Sep,2025,6097114.0
EMP037,Sep,2025,3698299.0
EMP038,Sep,2025,8189505.0
EMP039,Sep,2025,7719434.0
EMP040,Sep,2025,3121497.0
EMP041,Sep,2025,8151373.0
EMP042,Sep,2025,8457989.0
EMP043,Sep,2025,3091087.0
EMP044,Sep,2025,12837371.0
EMP045,Sep,2025,6669731.0
EMP046,Sep,2025,1938394.0
EMP047,Sep,2025,5149999.0
EMP048,Sep,2025,1980506.0
EMP049,Sep,2025,3529145.0
EMP050,Sep,2025,6816145.0
EMP001,Oct,2025,2744037.0
EMP002,Oct,2025,6649618.0
EMP003,Oct,2025,6784503.0
EMP004,Oct,2025,1797723.0
EMP005,Oct,2025,8724229.0
EMP006,Oct,2025,3798730.0
EMP007,Oct,2025,3291072.0
EMP008,Oct,2025,7250477.0
EMP009,Oct,2025,3456765.0
EMP010,Oct,2025,3399925.0
EMP011,Oct,2025,8298079.0
EMP012,Oct,2025,8238203.0
EMP013,Oct,2025,4199771.0
EMP014,Oct,2025,14465862.0
EMP015,Oct,2025,7041123.0
EMP016,Oct,2025,2942582.0
EMP017,Oct,2025,8691020.0
EMP018,Oct,2025,8150709.0
EMP019,Oct,2025,3314545.0
EMP020,Oct,2025,10197795.0
EMP021,Oct,2025,5469877.0
EMP022,Oct,2025,2972499.0
EMP023,Oct,2025,11311186.0
EMP024,Oct,2025,4882921.0
EMP025,Oct,2025,1817433.0
EMP026,Oct,2025,13938165.0
EMP027,Oct,2025,9202757.0
EMP028,Oct,2025,4409519.0
EMP029,Oct,2025,10981965.0
EMP030,Oct,2025,6787022.0
EMP031,Oct,2025,2024323.0
EMP032,Oct,2025,6454261.0
EMP033,Oct,2025,8809908.0
EMP034,Oct,2025,4759779.0
EMP035,Oct,2025,10198138.0
EMP036,Oct,2025,5221379.0
EMP037,Oct,2025,3037143.0
EMP038,Oct,2025,5244944.0
EMP039,Oct,2025,4535343.0
EMP040,Oct,2025,2283655.0
EMP041,Oct,2025,8204188.0
EMP042,Oct,2025,4699915.0
EMP043,Oct,2025,4198217.0
EMP044,Oct,2025,8094156.0
EMP045,Oct,2025,5222131.0
EMP046,Oct,2025,1461144.0
EMP047,Oct,2025,11598974.0
EMP048,Oct,2025,2762063.0
EMP049,Oct,2025,1558510.0
EMP050,Oct,2025,12431600.0
EMP001,Nov,2025,1880679.0
EMP002,Nov,2025,7369049.0
EMP003,Nov,2025,4529361.0
EMP004,Nov,2025,2137236.0
EMP005,Nov,2025,3369961.0
EMP006,Nov,2025,10264537.0
EMP007,Nov,2025,2021475.0
EMP008,Nov,2025,8725761.0
EMP009,Nov,2025,8214056.0
EMP010,Nov,2025,986435.0
EMP011,Nov,2025,14647458.0
EMP012,Nov,2025,6923859.0
EMP013,Nov,2025,4608170.0
EMP014,Nov,2025,14495932.0
EMP015,Nov,2025,7519681.0
EMP016,Nov,2025,2111061.0
EMP017,Nov,2025,7015929.0
EMP018,Nov,2025,6950686.0
EMP019,Nov,2025,2356155.0
EMP020,Nov,2025,10940302.0
EMP021,Nov,2025,7916512.0
EMP022,Nov,2025,2849438.0
EMP023,Nov,2025,4699094.0
EMP024,Nov,2025,4904798.0
EMP025,Nov,2025,2582751.0
EMP026,Nov,2025,11293238.0
EMP027,Nov,2025,5032482.0
EMP028,Nov,2025,3219203.0
EMP029,Nov,2025,8098149.0
EMP030,Nov,2025,9067044.0
EMP031,Nov,2025,3386988.0
EMP032,Nov,2025,9526383.0
EMP033,Nov,2025,7538926.0
EMP034,Nov,2025,4061209.0
EMP035,Nov,2025,6532311.0
EMP036,Nov,2025,3007786.0
EMP037,Nov,2025,2777823.0
EMP038,Nov,2025,9973757.0
EMP039,Nov,2025,7851399.0
EMP040,Nov,2025,3284551.0
EMP041,Nov,2025,7904732.0
EMP042,Nov,2025,7242825.0
EMP043,Nov,2025,2205590.0
EMP044,Nov,2025,6841909.0
EMP045,Nov,2025,6799113.0
EMP046,Nov,2025,3469973.0
EMP047,Nov,2025,4328599.0
EMP048,Nov,2025,6783269.0
EMP049,Nov,2025,2535676.0
EMP050,Nov,2025,5007610.0
EMP001,Dec,2025,1530738.0
EMP002,Dec,2025,11675769.0
EMP003,Dec,2025,7398201.0
EMP004,Dec,2025,3733271.0
EMP005,Dec,2025,6076514.0
EMP006,Dec,2025,9586487.0
EMP007,Dec,2025,3405711.0
EMP008,Dec,2025,3165780.0
EMP009,Dec,2025,9000701.0
EMP010,Dec,2025,2542284.0
EMP011,Dec,2025,10390772.0
EMP012,Dec,2025,3550305.0
EMP013,Dec,2025,4035240.0
EMP014,Dec,2025,12613528.0
EMP015,Dec,2025,4195777.0
EMP016,Dec,2025,4231808.0
EMP017,Dec,2025,8958609.0
EMP018,Dec,2025,10549220.0
EMP019,Dec,2025,1540868.0
EMP020,Dec,2025,12193287.0
EMP021,Dec,2025,8129839.0
EMP022,Dec,2025,4040941.0
EMP023,Dec,2025,10907096.0
EMP024,Dec,2025,6162519.0
EMP025,Dec,2025,4671285.0
EMP026,Dec,2025,3199239.0
EMP027,Dec,2025,11813098.0
EMP028,Dec,2025,2432793.0
EMP029,Dec,2025,10084946.0
EMP030,Dec,2025,5192374.0
EMP031,Dec,2025,2013133.0
EMP032,Dec,2025,9810071.0
EMP033,Dec,2025,5832390.0
EMP034,Dec,2025,2687190.0
EMP035,Dec,2025,7574806.0
EMP036,Dec,2025,6207526.0
EMP037,Dec,2025,4183458.0
EMP038,Dec,2025,8778472.0
EMP039,Dec,2025,9829696.0
EMP040,Dec,2025,2885180.0
EMP041,Dec,2025,10755151.0
EMP042,Dec,2025,5522338.0
EMP043,Dec,2025,2989833.0
EMP044,Dec,2025,5686045.0
EMP045,Dec,2025,4909398.0
EMP046,Dec,2025,3286033.0
EMP047,Dec,2025,4083821.0
EMP048,Dec,2025,7367057.0
EMP049,Dec,2025,1909335.0
EMP050,Dec,2025,8213590.0
EMP001,Jan,2026,1187504.0
EMP002,Jan,2026,6867241.0
EMP003,Jan,2026,9019095.0
EMP004,Jan,2026,1755911.0
EMP005,Jan,2026,13392332.0
EMP006,Jan,2026,7908338.0
EMP007,Jan,2026,3454033.0
EMP008,Jan,2026,13194468.0
EMP009,Jan,2026,5810985.0
EMP010,Jan,2026,2938897.0
EMP011,Jan,2026,6578758.0
EMP012,Jan,2026,6966511.0
EMP013,Jan,2026,4227165.0
EMP014,Jan,2026,15108345.0
EMP015,Jan,2026,7816935.0
EMP016,Jan,2026,2419853.0
EMP017,Jan,2026,4246371.0
EMP018,Jan,2026,6143728.0
EMP019,Jan,2026,2788499.0
EMP020,Jan,2026,10819648.0
EMP021,Jan,2026,6311191.0
EMP022,Jan,2026,2305884.0
EMP023,Jan,2026,17190412.0
EMP024,Jan,2026,3670282.0
EMP025,Jan,2026,2706103.0
EMP026,Jan,2026,9495108.0
EMP027,Jan,2026,4215584.0
EMP028,Jan,2026,3165083.0
EMP029,Jan,2026,11952871.0
EMP030,Jan,2026,1933763.0
EMP031,Jan,2026,1433223.0
EMP032,Jan,2026,10918203.0
EMP033,Jan,2026,9858828.0
EMP034,Jan,2026,2568145.0
EMP035,Jan,2026,13656362.0
EMP036,Jan,2026,3913417.0
EMP037,Jan,2026,3398110.0
EMP038,Jan,2026,3980266.0
EMP039,Jan,2026,9728836.0
EMP040,Jan,2026,3508679.0
EMP041,Jan,2026,11803256.0
EMP042,Jan,2026,9737334.0
EMP043,Jan,2026,1822300.0
EMP044,Jan,2026,7483382.0
EMP045,Jan,2026,8668948.0
EMP046,Jan,2026,1178343.0
EMP047,Jan,2026,10297783.0
EMP048,Jan,2026,4609280.0
EMP049,Jan,2026,2130587.0
EMP050,Jan,2026,4956480.0
EMP001,Feb,2026,3329807.0
EMP002,Feb,2026,13104816.0
EMP003,Feb,2026,8647259.0
EMP004,Feb,2026,2553388.0
EMP005,Feb,2026,11914573.0
EMP006,Feb,2026,7014285.0
EMP007,Feb,2026,1490221.0
EMP008,Feb,2026,13966064.0
EMP009,Feb,2026,5386556.0
EMP010,Feb,2026,3360296.0
EMP011,Feb,2026,5551702.0
EMP012,Feb,2026,9536632.0
EMP013,Feb,2026,3744517.0
EMP014,Feb,2026,17524456.0
EMP015,Feb,2026,4906159.0
EMP016,Feb,2026,2864579.0
EMP017,Feb,2026,11748516.0
EMP018,Feb,2026,5019524.0
EMP019,Feb,2026,2994000.0
EMP020,Feb,2026,12289688.0
EMP021,Feb,2026,6535452.0
EMP022,Feb,2026,1179980.0
EMP023,Feb,2026,10613983.0
EMP024,Feb,2026,6553296.0
EMP025,Feb,2026,1438964.0
EMP026,Feb,2026,9278367.0
EMP027,Feb,2026,8104064.0
EMP028,Feb,2026,3866043.0
EMP029,Feb,2026,11837194.0
EMP030,Feb,2026,6353000.0
EMP031,Feb,2026,2185457.0
EMP032,Feb,2026,14549282.0
EMP033,Feb,2026,5150047.0
EMP034,Feb,2026,2715705.0
EMP035,Feb,2026,9033664.0
EMP036,Feb,2026,4263359.0
EMP037,Feb,2026,1863276.0
EMP038,Feb,2026,7666996.0
EMP039,Feb,2026,8315874.0
EMP040,Feb,2026,3040983.0
EMP041,Feb,2026,5869892.0
EMP042,Feb,2026,7852313.0
EMP043,Feb,2026,1718801.0
EMP044,Feb,2026,5788266.0
EMP045,Feb,2026,4813454.0
EMP046,Feb,2026,1931048.0
EMP047,Feb,2026,7750165.0
EMP048,Feb,2026,7157685.0
EMP049,Feb,2026,1593629.0
EMP050,Feb,2026,7667747.0
EMP001,Mar,2026,2676780.0
EMP002,Mar,2026,7792728.0
EMP003,Mar,2026,6682911.0
EMP004,Mar,2026,5117356.0
EMP005,Mar,2026,5618434.0
EMP006,Mar,2026,8625094.0
EMP007,Mar,2026,3939313.0
EMP008,Mar,2026,11180269.0
EMP009,Mar,2026,9474174.0
EMP010,Mar,2026,1879455.0
EMP011,Mar,2026,15743552.0
EMP012,Mar,2026,5292929.0
EMP013,Mar,2026,1535545.0
EMP014,Mar,2026,12854777.0
EMP015,Mar,2026,5684954.0
EMP016,Mar,2026,1998302.0
EMP017,Mar,2026,11369764.0
EMP018,Mar,2026,7662318.0
EMP019,Mar,2026,2376710.0
EMP020,Mar,2026,10089455.0
EMP021,Mar,2026,8221137.0
EMP022,Mar,2026,3935873.0
EMP023,Mar,2026,13538028.0
EMP024,Mar,2026,5819964.0
EMP025,Mar,2026,2821469.0
EMP026,Mar,2026,5036427.0
EMP027,Mar,2026,8574980.0
EMP028,Mar,2026,3214503.0
EMP029,Mar,2026,4548928.0
EMP030,Mar,2026,3696090.0
EMP031,Mar,2026,2799182.0
EMP032,Mar,2026,6793291.0
EMP033,Mar,2026,9846579.0
EMP034,Mar,2026,4578837.0
EMP035,Mar,2026,7719472.0
EMP036,Mar,2026,5448073.0
EMP037,Mar,2026,4403643.0
EMP038,Mar,2026,4182445.0
EMP039,Mar,2026,9426510.0
EMP040,Mar,2026,1401548.0
EMP041,Mar,2026,12233090.0
EMP042,Mar,2026,11169618.0
EMP043,Mar,2026,4009178.0
EMP044,Mar,2026,15226721.0
EMP045,Mar,2026,2959330.0
EMP046,Mar,2026,2131484.0
EMP047,Mar,2026,14226004.0
EMP048,Mar,2026,3548260.0
EMP049,Mar,2026,3569215.0
EMP050,Mar,2026,3689765.0
EMP001,Apr,2026,2084665.0
EMP002,Apr,2026,11904389.0
EMP003,Apr,2026,5500761.0
EMP004,Apr,2026,3025608.0
EMP005,Apr,2026,9530492.0
EMP006,Apr,2026,5241484.0
EMP007,Apr,2026,2360326.0
EMP008,Apr,2026,13146536.0
EMP009,Apr,2026,10414200.0
EMP010,Apr,2026,2874558.0
EMP011,Apr,2026,6975789.0
EMP012,Apr,2026,8528979.0
EMP013,Apr,2026,4883997.0
EMP014,Apr,2026,7752123.0
EMP015,Apr,2026,4372633.0
EMP016,Apr,2026,3963957.0
EMP017,Apr,2026,13146238.0
EMP018,Apr,2026,6738012.0
EMP019,Apr,2026,4945506.0
EMP020,Apr,2026,6461134.0
EMP021,Apr,2026,10361768.0
EMP022,Apr,2026,3923507.0
EMP023,Apr,2026,8648113.0
EMP024,Apr,2026,4746815.0
EMP025,Apr,2026,1957186.0
EMP026,Apr,2026,2852210.0
EMP027,Apr,2026,10235666.0
EMP028,Apr,2026,2562992.0
EMP029,Apr,2026,15465781.0
EMP030,Apr,2026,6058405.0
EMP031,Apr,2026,1518116.0
EMP032,Apr,2026,3733336.0
EMP033,Apr,2026,7078545.0
EMP034,Apr,2026,3463489.0
EMP035,Apr,2026,7482797.0
EMP036,Apr,2026,8446557.0
EMP037,Apr,2026,2248745.0
EMP038,Apr,2026,12140602.0
EMP039,Apr,2026,6261863.0
EMP040,Apr,2026,2876333.0
EMP041,Apr,2026,13129633.0
EMP042,Apr,2026,5326266.0
EMP043,Apr,2026,1780467.0
EMP044,Apr,2026,12022063.0
EMP045,Apr,2026,4621839.0
EMP046,Apr,2026,2314633.0
EMP047,Apr,2026,13577898.0
EMP048,Apr,2026,5664768.0
EMP049,Apr,2026,2639509.0
EMP050,Apr,2026,9940201.0
EMP001,May,2026,4077234.0
EMP002,May,2026,5997712.0
EMP003,May,2026,4473275.0
EMP004,May,2026,2052680.0
EMP005,May,2026,6997344.0
EMP006,May,2026,7323776.0
EMP007,May,2026,2802539.0
EMP008,May,2026,11937414.0
EMP009,May,2026,3649321.0
EMP010,May,2026,2237490.0
EMP011,May,2026,5614762.0
EMP012,May,2026,4585700.0
EMP013,May,2026,4185001.0
EMP014,May,2026,13936754.0
EMP015,May,2026,5112696.0
EMP016,May,2026,2532079.0
EMP017,May,2026,11754061.0
EMP018,May,2026,8218756.0
EMP019,May,2026,4718357.0
EMP020,May,2026,8127827.0
EMP021,May,2026,6016221.0
EMP022,May,2026,4007118.0
EMP023,May,2026,15919515.0
EMP024,May,2026,11002585.0
EMP025,May,2026,1121372.0
EMP026,May,2026,5934897.0
EMP027,May,2026,8810364.0
EMP028,May,2026,1163361.0
EMP029,May,2026,8156785.0
EMP030,May,2026,9041749.0
EMP031,May,2026,3241679.0
EMP032,May,2026,8437572.0
EMP033,May,2026,7423138.0
EMP034,May,2026,5997371.0
EMP035,May,2026,12393044.0
EMP036,May,2026,4663391.0
EMP037,May,2026,5276508.0
EMP038,May,2026,8360833.0
EMP039,May,2026,10557753.0
EMP040,May,2026,2665116.0
EMP041,May,2026,11090177.0
EMP042,May,2026,8698569.0
EMP043,May,2026,5095660.0
EMP044,May,2026,14022161.0
EMP045,May,2026,8755349.0
EMP046,May,2026,1524031.0
EMP047,May,2026,4461822.0
EMP048,May,2026,5867431.0
EMP049,May,2026,2505574.0
EMP050,May,2026,8266040.0
EMP001,Jun,2026,5373314.0
EMP002,Jun,2026,8762515.0
EMP003,Jun,2026,7340880.0
EMP004,Jun,2026,1517777.0
EMP005,Jun,2026,8974435.0
EMP006,Jun,2026,7481296.0
EMP007,Jun,2026,6021292.0
EMP008,Jun,2026,13345420.0
EMP009,Jun,2026,10901578.0
EMP010,Jun,2026,2232054.0
EMP011,Jun,2026,11927200.0
EMP012,Jun,2026,10921094.0
EMP013,Jun,2026,1777457.0
EMP014,Jun,2026,9085698.0
EMP015,Jun,2026,3630627.0
EMP016,Jun,2026,3167990.0
EMP017,Jun,2026,16470622.0
EMP018,Jun,2026,4239192.0
EMP019,Jun,2026,2818972.0
EMP020,Jun,2026,8027395.0
EMP021,Jun,2026,8672789.0
EMP022,Jun,2026,4703108.0
EMP023,Jun,2026,7654149.0
EMP024,Jun,2026,8205253.0
EMP025,Jun,2026,2549197.0
EMP026,Jun,2026,10984301.0
EMP027,Jun,2026,5094430.0
EMP028,Jun,2026,2715898.0
EMP029,Jun,2026,5274013.0
EMP030,Jun,2026,6804513.0
EMP031,Jun,2026,2840698.0
EMP032,Jun,2026,7410403.0
EMP033,Jun,2026,3358158.0
EMP034,Jun,2026,6187514.0
EMP035,Jun,2026,18037212.0
EMP036,Jun,2026,10814527.0
EMP037,Jun,2026,1899660.0
EMP038,Jun,2026,8202033.0
EMP039,Jun,2026,4296969.0
EMP040,Jun,2026,1856113.0
EMP041,Jun,2026,9059417.0
EMP042,Jun,2026,6167589.0
EMP043,Jun,2026,3295957.0
EMP044,Jun,2026,17060618.0
EMP045,Jun,2026,10564488.0
EMP046,Jun,2026,1283414.0
EMP047,Jun,2026,8665167.0
EMP048,Jun,2026,7850142.0
EMP049,Jun,2026,3538845.0
EMP050,Jun,2026,4382951.0
EMP001,Jul,2026,2997436.0
EMP002,Jul,2026,14810572.0
EMP003,Jul,2026,11353217.0
EMP004,Jul,2026,3147063.0
EMP005,Jul,2026,11661797.0
EMP006,Jul,2026,11052703.0
EMP007,Jul,2026,3878105.0
EMP008,Jul,2026,13448204.0
EMP009,Jul,2026,8601489.0
EMP010,Jul,2026,3086466.0
EMP011,Jul,2026,15147794.0
EMP012,Jul,2026,6359833.0
EMP013,Jul,2026,4520465.0
EMP014,Jul,2026,10812639.0
EMP015,Jul,2026,5769604.0
EMP016,Jul,2026,3324960.0
EMP017,Jul,2026,13225406.0
EMP018,Jul,2026,9520657.0
EMP019,Jul,2026,2081637.0
EMP020,Jul,2026,15344576.0
EMP021,Jul,2026,7191152.0
EMP022,Jul,2026,1625511.0
EMP023,Jul,2026,7246944.0
EMP024,Jul,2026,10524028.0
EMP025,Jul,2026,3060451.0
EMP026,Jul,2026,12335215.0
EMP027,Jul,2026,4358182.0
EMP028,Jul,2026,1587862.0
EMP029,Jul,2026,17619098.0
EMP030,Jul,2026,6328154.0
EMP031,Jul,2026,2772579.0
EMP032,Jul,2026,6999260.0
EMP033,Jul,2026,9182828.0
EMP034,Jul,2026,2770271.0
EMP035,Jul,2026,7218302.0
EMP036,Jul,2026,6816854.0
EMP037,Jul,2026,2741847.0
EMP038,Jul,2026,13284916.0
EMP039,Jul,2026,8405407.0
EMP040,Jul,2026,2323919.0
EMP041,Jul,2026,13031723.0
EMP042,Jul,2026,6789748.0
EMP043,Jul,2026,1790124.0
EMP044,Jul,2026,10502740.0
EMP045,Jul,2026,4155774.0
EMP046,Jul,2026,1455303.0
EMP047,Jul,2026,6453507.0
EMP048,Jul,2026,8538399.0
EMP049,Jul,2026,2169606.0
EMP050,Jul,2026,8741490.0
